distribution1;distribution2;dimen1;dimen2
96986;88816;2015;2015
37148;94812;2015;2015
883;96812;2015;2015
98439;51274;2015;2015
22561;30279;2015;2015
62800;69691;2015;2015
96805;55872;2015;2015
83686;40095;2015;2015
72431;36322;2015;2015
11168;42494;2015;2015
80849;90071;2016;2016
99854;34106;2016;2016
83209;8455;2016;2016
48149;5702;2016;2016
12129;99484;2016;2016
8307;52393;2016;2016
59613;90251;2016;2016
43120;16321;2016;2016
85225;88483;2016;2016
38043;8889;2016;2016
68465;43366;2016;2016
16292;17755;2016;2016
82338;35099;2016;2016
41718;5424;2016;2016
58393;30488;2016;2016
76862;36898;2016;2016
37810;13677;2017;2017
24741;88512;2017;2017
16514;7328;2017;2017
79437;39104;2017;2017
19379;21749;2017;2017
89310;95183;2017;2017
84872;73947;2017;2017
51760;58879;2017;2017
46858;32093;2017;2017
34528;54929;2017;2017
74950;96676;2017;2017
10278;77344;2017;2017
92217;56435;2017;2017
62146;2078;2017;2017
3598;88017;2017;2017
15364;67884;2017;2017
12975;64715;2017;2017
19336;7193;2017;2017
76628;32556;2017;2017
76088;8644;2017;2017
19301;324;2018;2018
22160;2234;2018;2018
84572;84611;2018;2018
44749;74394;2018;2018
24713;23327;2018;2018
73296;77811;2018;2018
17741;17692;2018;2018
95021;97504;2018;2018
70616;67527;2018;2018
63955;60789;2018;2018
30626;8503;2018;2018
69357;92911;2018;2018
10810;52602;2018;2018
66469;81123;2018;2018
58096;62178;2018;2018
86858;1319;2018;2018
94351;19885;2018;2018
18857;36281;2019;2019
62463;14362;2019;2019
71980;92614;2019;2019
20431;36841;2019;2019
76957;68464;2019;2019
21357;9588;2019;2019
80640;5459;2019;2019
51989;31601;2019;2019
11135;15808;2019;2019
28404;13966;2019;2019
49709;956;2019;2019
35584;73402;2019;2019
89067;70705;2019;2019
64845;76971;2019;2019
91418;34204;2019;2019
22789;15121;2019;2019
70978;40753;2019;2019
56513;93739;2019;2019
85874;6838;2019;2019
91940;84464;2019;2019
50216;63184;2019;2019
90204;5806;2019;2019
76874;88728;2019;2019
44930;18737;2020;2020
84434;55794;2020;2020
69277;66522;2020;2020
16976;36765;2020;2020
89966;25694;2020;2020
813;36791;2020;2020
88780;70025;2020;2020
89078;89039;2020;2020
95476;24969;2020;2020
18764;73205;2020;2020
59391;77849;2020;2020
20217;60128;2020;2020
77435;55653;2020;2020
12004;31012;2015;2015
55920;7773;2015;2015
66713;20515;2015;2015
69011;52695;2015;2015
74992;33285;2015;2015
45253;4435;2015;2015
83723;77637;2015;2015
55047;92123;2015;2015
1500;18683;2015;2015
8914;73393;2015;2015
17885;84726;2015;2015
8297;57595;2015;2015
56249;20955;2016;2016
3722;51144;2016;2016
29401;66896;2016;2016
15203;25661;2016;2016
35506;75123;2016;2016
1620;73687;2016;2016
69144;58079;2016;2016
97327;68254;2016;2016
99691;69658;2016;2016
91254;35736;2016;2016
82466;72985;2016;2016
36503;21312;2016;2016
39036;24124;2016;2016
55966;4325;2016;2016
67523;96844;2016;2016
29822;15219;2016;2016
94974;76246;2017;2017
64362;14365;2017;2017
81956;75242;2017;2017
47054;86105;2017;2017
60147;8705;2017;2017
47985;1583899999;2017;2017
47511;28227;2017;2017
82151;9599;2017;2017
93632;76526;2017;2017
23429;86488;2017;2017
34084;6485;2017;2017
70074;8453;2017;2017
26843;81108;2017;2017
80622;54198;2017;2017
73889;28966;2017;2017
6159;37718;2017;2017
37709;71645;2017;2017
54548;20534;2017;2017
26706;80259;2017;2017
41347;35236;2017;2017
95706;98258;2018;2018
33821;54832;2018;2018
4285;68148;2018;2018
38546;99836;2018;2018
73790;7879;2018;2018
10593;16596;2018;2018
21941;55733;2018;2018
74204;63307;2018;2018
48725;60391;2018;2018
65997;62488;2018;2018
10649;75441;2018;2018
97463;50132;2018;2018
43299;99141;2018;2018
22004;17261;2018;2018
49292;64706;2018;2018
85249;27917;2018;2018
26632;71011;2018;2018
60370;54093;2019;2019
26550;92003;2019;2019
12133;83242;2019;2019
99899;51776;2019;2019
98356;52169;2019;2019
27165;27322;2019;2019
19477;15765;2019;2019
30009;88708;2019;2019
84196;59563;2019;2019
8503;4545;2019;2019
838;45599;2019;2019
85564;5021;2019;2019
88941;40521;2019;2019
10985;70147;2019;2019
84601;92657;2019;2019
53108;2488;2019;2019
40815;51058;2019;2019
62039;90887;2019;2019
44301;29629;2019;2019
23396;67644;2019;2019
13401;84625;2019;2019
40686;26044;2019;2019
7901;36785;2019;2019
95996;78759;2020;2020
2206;6254;2020;2020
16112;64627;2020;2020
34492;75347;2020;2020
17231;82341;2020;2020
73813;52477;2020;2020
25223;74912;2020;2020
15701;6156;2020;2020
77079;97254;2020;2020
62981;41164;2020;2020
24380;30626;2020;2020
5547;87629;2020;2020
11227;73961;2015;2015
67320;4423;2015;2015
44548;93008;2015;2015
65429;55382;2015;2015
10981;17461;2015;2015
65799;68582;2015;2015
68019;71557;2015;2015
86218;19365;2015;2015
17289;18919;2015;2015
52945;63116;2015;2015
79649;39377;2015;2015
51377;29924;2015;2015
80732;17387;2016;2016
7293;88604;2016;2016
72113;37807;2016;2016
45441;83809;2016;2016
79033;12001;2016;2016
75299;4728;2016;2016
27169;72323;2016;2016
23966;84455;2016;2016
49842;41165;2016;2016
8429;58503;2016;2016
25855;52857;2016;2016
13615;91976;2016;2016
77638;24009;2016;2016
49619;74734;2016;2016
74699;75022;2016;2016
98433;8983;2016;2016
10343;49531;2017;2017
94066;62698;2017;2017
31115;65298;2017;2017
73586;45711;2017;2017
75789;6305;2017;2017
89934;359;2017;2017
39274;4897;2017;2017
74572;25589;2017;2017
54319;41795;2017;2017
69753;10101;2017;2017
84933;59644;2017;2017
83207;86016;2017;2017
98790;26008;2017;2017
76364;90774;2017;2017
50666;42599;2017;2017
15833;96474;2017;2017
61820;25839;2017;2017
69215;4926;2017;2017
59737;36984;2017;2017
78684;58171;2017;2017
66172;20288;2018;2018
66407;36061;2018;2018
42168;76828;2018;2018
63521;43658;2018;2018
57285;41036;2018;2018
15496;72923;2018;2018
34554;84477;2018;2018
39143;70994;2018;2018
69098;72481;2018;2018
48978;38176;2018;2018
50687;8291;2018;2018
65037;33465;2018;2018
14395;57823;2018;2018
1458;33502;2018;2018
57218;74467;2018;2018
85665;51564;2018;2018
52483;24648;2018;2018
63716;16572;2019;2019
25637;20311;2019;2019
30677;8821;2019;2019
79116;99565;2019;2019
62893;63633;2019;2019
57007;20065;2019;2019
25243;69994;2019;2019
70176;84523;2019;2019
74808;16479;2019;2019
82295;77176;2019;2019
31971;34635;2019;2019
49300;86865;2019;2019
34168;99977;2019;2019
62623;2548;2019;2019
29841;22108;2019;2019
82980;32077;2019;2019
69928;28677;2019;2019
33303;6996999999;2019;2019
88035;77692;2019;2019
6820;426;2019;2019
23914;95724;2019;2019
30112;41857;2019;2019
61441;90477;2019;2019
96300;32805;2020;2020
61439;23563;2020;2020
46447;15137;2020;2020
93477;4287;2020;2020
96650;16718;2020;2020
16676;7761;2020;2020
6403;84808;2020;2020
87744;7005;2020;2020
36445;14075;2020;2020
56032;8393;2020;2020
53833;25363;2020;2020
70983;86724;2020;2020
52924;73992;2015;2015
8760;10919;2015;2015
45596;34877;2015;2015
99168;3152;2015;2015
28801;5386;2015;2015
23104;52992;2015;2015
26599;554;2015;2015
49986;28534;2015;2015
76966;57466;2015;2015
16191;76866;2015;2015
70271;57375;2015;2015
83100;32238;2015;2015
92729;55242;2016;2016
63347;71503;2016;2016
34386;6403;2016;2016
78900;18894;2016;2016
18448;73461;2016;2016
92636;63939;2016;2016
15486;11525;2016;2016
58336;50844;2016;2016
25611;62154;2016;2016
24352;2999;2016;2016
96517;80326;2016;2016
4506;92935;2016;2016
93697;69659;2016;2016
66751;75728;2016;2016
39259;60351;2016;2016
39025;25476;2016;2016
41050;91879;2017;2017
74272;7187;2017;2017
68007;6276;2017;2017
52246;43582;2017;2017
5483;35948;2017;2017
52963;23484;2017;2017
32175;47995;2017;2017
72250;66979;2017;2017
26775;20008;2017;2017
12574;37001;2017;2017
51905;89099;2017;2017
73850;96038;2017;2017
36731;42858;2017;2017
69368;31604;2017;2017
1317;77629;2017;2017
94028;9562;2017;2017
44988;21239;2017;2017
58015;613;2017;2017
90802;23203;2017;2017
6437;23924;2017;2017
23520;85804;2018;2018
60659;63513;2018;2018
63055;35701;2018;2018
32832;69138;2018;2018
11939;98845;2018;2018
52559;29585;2018;2018
31788;6297;2018;2018
59130;19315;2018;2018
17443;3769;2018;2018
65242;3207;2018;2018
7283;1492;2018;2018
27911;94092;2018;2018
81099;6364;2018;2018
6909;5669;2018;2018
65149;3342;2018;2018
35858;83383;2018;2018
48746;14614;2018;2018
47515;20256;2019;2019
74575;48368;2019;2019
801;2747;2019;2019
62046;81465;2019;2019
18892;75638;2019;2019
43702;81548;2019;2019
31339;17737;2019;2019
66329;51284;2019;2019
70138;30265;2019;2019
74603;18302;2019;2019
86751;4735;2019;2019
60861;28394;2019;2019
56099;24458;2019;2019
52205;79094;2019;2019
22721;9611;2019;2019
91506;17903;2019;2019
68423;39355;2019;2019
35224;84826;2019;2019
37484;56355;2019;2019
27265;7939;2019;2019
23821;50987;2019;2019
25387;54877;2019;2019
13305;45713;2019;2019
65423;84644;2020;2020
85381;61394;2020;2020
69458;60182;2020;2020
26117;81309;2020;2020
57781;53555;2020;2020
73344;28871;2020;2020
55900;44293;2020;2020
59764;21665;2020;2020
1108;54387;2020;2020
10528;88446;2020;2020
8378;53629;2020;2020
73753;47703;2020;2020
35857;22864;2015;2015
43576;13675;2015;2015
80935;2321;2015;2015
49877;19098;2015;2015
26219;98768;2015;2015
11697;77634;2015;2015
88648;27613;2015;2015
29331;4737;2015;2015
36734;74774;2015;2015
36718;12653;2015;2015
24159;61391;2015;2015
24631;71876;2015;2015
9077;82385;2016;2016
57743;29473;2016;2016
27486;8523;2016;2016
43003;98243;2016;2016
71320;13804;2016;2016
17389;69419;2016;2016
32569;48944;2016;2016
94479;88974;2016;2016
65942;91066;2016;2016
98940;48796;2016;2016
72048;23781;2016;2016
34539;53546;2016;2016
2555;84585;2016;2016
44860;21132;2016;2016
68749;79872;2016;2016
47672;26593;2016;2016
26355;31877;2017;2017
24146;32462;2017;2017
8906;6863;2017;2017
4421;32139;2017;2017
63801;69898;2017;2017
48367;92624;2017;2017
59193;31376;2017;2017
71662;94933;2017;2017
59950;45878;2017;2017
20555;4598;2017;2017
35433;4986;2017;2017
97597;77132;2017;2017
43081;79349;2017;2017
30456;92281;2017;2017
17135;57272;2017;2017
99968;95146;2017;2017
78692;97092;2017;2017
68146;6435;2017;2017
18532;96544;2017;2017
42184;84122;2017;2017
38847;28529;2018;2018
72703;2546;2018;2018
57372;33548;2018;2018
42201;97587;2018;2018
11405;57371;2018;2018
54806;47512;2018;2018
61547;62194;2018;2018
32295;40467;2018;2018
52802;51794;2018;2018
91828;3994;2018;2018
54277;66225;2018;2018
65708;54214;2018;2018
52489;19868;2018;2018
30093;35671;2018;2018
4665;52156;2018;2018
33119;68991;2018;2018
13440;76571;2018;2018
12794;90797;2019;2019
74750;12726;2019;2019
58916;36104;2019;2019
83698;3242;2019;2019
39683;28996;2019;2019
11008;26064;2019;2019
8957;77853;2019;2019
12590;55216;2019;2019
65757;88552;2019;2019
73682;833;2019;2019
40355;17437;2019;2019
45572;74036;2019;2019
84543;31034;2019;2019
86636;88718;2019;2019
21870;96885;2019;2019
55214;67339;2019;2019
81926;60114;2019;2019
10849;6291;2019;2019
70651;89591;2019;2019
40800;80383;2019;2019
11030;32735;2019;2019
85150;73135;2019;2019
10043;80495;2019;2019
86399;75615;2020;2020
74480;70945;2020;2020
69486;1086;2020;2020
44233;70826;2020;2020
58499;23656;2020;2020
88893;61479;2020;2020
80682;62784;2020;2020
87735;12452;2020;2020
28681;77561;2020;2020
47566;2017;2020;2020
76216;7881;2020;2020
95536;65021;2020;2020
92327;57082;2015;2015
77682;89052;2015;2015
59972;68034;2015;2015
18966;13372;2015;2015
36182;59892;2015;2015
78086;98314;2015;2015
3804;98835;2015;2015
25899;55473;2015;2015
95939;81574;2015;2015
55937;55173;2015;2015
63788;70419;2015;2015
75411;77781;2015;2015
58829;12294;2016;2016
32884;88268;2016;2016
40959;79309;2016;2016
5440;10729;2016;2016
2941;45132;2016;2016
28869;62484;2016;2016
74854;24594;2016;2016
57956;36822;2016;2016
17593;30076;2016;2016
9270;79472;2016;2016
25961;96849;2016;2016
84833;47597;2016;2016
57316;67064;2016;2016
34850;62411;2016;2016
47258;23793;2016;2016
46744;46932;2016;2016
8598;91393;2017;2017
16797;4244;2017;2017
60079;4646;2017;2017
92043;32663;2017;2017
59214;50101;2017;2017
26053;94108;2017;2017
13260;50167;2017;2017
69581;17616;2017;2017
48705;11606;2017;2017
19387;48848;2017;2017
28249;33722;2017;2017
86560;80691;2017;2017
51334;53014;2017;2017
53916;9317;2017;2017
79178;17756;2017;2017
86189;3454;2017;2017
47607;32722;2017;2017
58471;8707;2017;2017
55604;53951;2017;2017
38171;68244;2017;2017
91443;32689;2018;2018
26893;8756;2018;2018
19376;1199;2018;2018
36174;77692;2018;2018
85745;41386;2018;2018
84952;79943;2018;2018
68185;71332;2018;2018
14772;6324;2018;2018
61982;51889;2018;2018
74831;3379;2018;2018
76811;65722;2018;2018
76691;17462;2018;2018
2855;2793;2018;2018
46231;18115;2018;2018
48496;63059;2018;2018
50961;35139;2018;2018
74661;79995;2018;2018
8235;52798;2019;2019
2476;27292;2019;2019
56101;87667;2019;2019
91592;39743;2019;2019
20028;73332;2019;2019
10669;79945;2019;2019
80811;68218;2019;2019
16261;48009;2019;2019
31062;28629;2019;2019
16102;94836;2019;2019
14537;36317;2019;2019
91576;26726;2019;2019
30816;6227;2019;2019
43497;5034;2019;2019
31722;41716;2019;2019
54475;91471;2019;2019
92720;96994;2019;2019
5490;29313;2019;2019
91231;3588;2019;2019
34168;62083;2019;2019
90246;14187;2019;2019
19759;70187;2019;2019
41493;23064;2019;2019
76218;97676;2020;2020
64944;4674;2020;2020
78415;19023;2020;2020
47753;68367;2020;2020
5411;50659;2020;2020
93061;13813;2020;2020
3601;63986;2020;2020
46219;66257;2020;2020
70001;83862;2020;2020
92467;14175;2020;2020
90742;75242;2015;2015
74403;37012;2015;2015
31618;85442;2015;2015
49083;33074;2015;2015
56561;9773;2015;2015
31074;2987;2015;2015
70622;51632;2015;2015
84519;69689;2015;2015
48779;37941;2015;2015
6479;8821;2015;2015
93350;79431;2015;2015
58375;72;2015;2015
44728;2986;2016;2016
58783;6414199999;2016;2016
32791;8548;2016;2016
18053;1037;2016;2016
5349;2648;2016;2016
76737;7273;2016;2016
10618;72274;2016;2016
28514;37966;2016;2016
7688;13796;2016;2016
15209;9698;2016;2016
27113;86189;2016;2016
79011;11963;2016;2016
72446;91947;2016;2016
78863;51341;2016;2016
5011;78449;2016;2016
9142;6043;2016;2016
93647;74096;2017;2017
97571;85397;2017;2017
18469;27576;2017;2017
2028;12537;2017;2017
36644;2856;2017;2017
47029;93073;2017;2017
56562;78212;2017;2017
78198;4148;2017;2017
40915;67742;2017;2017
93379;716;2017;2017
89375;84629;2017;2017
69022;28683;2017;2017
49746;13983;2017;2017
3542;59432;2017;2017
74289;60494;2017;2017
74864;77835;2017;2017
74327;765;2017;2017
81579;14742;2017;2017
87932;90688;2017;2017
26983;99401;2017;2017
58693;68918;2018;2018
24581;83896;2018;2018
61039;51266;2018;2018
9314;18732;2018;2018
11007;4782;2018;2018
27010;82906;2018;2018
10585;48143;2018;2018
92151;72653;2018;2018
60579;77601;2018;2018
25125;99478;2018;2018
32978;7185;2018;2018
6227;354;2018;2018
52530;73763;2018;2018
10937;86105;2018;2018
67364;728;2018;2018
99163;26609;2018;2018
68537;4494;2018;2018
43307;13811;2019;2019
55141;58786;2019;2019
20866;61233;2019;2019
68560;66291;2019;2019
87260;24336;2019;2019
15157;21573;2019;2019
35304;53242;2019;2019
16330;95233;2019;2019
16137;20944;2019;2019
83555;37972;2019;2019
8723;86537;2019;2019
9726;93611;2019;2019
12864;46754;2019;2019
78402;17624;2019;2019
52436;74032;2019;2019
7260;7912;2019;2019
96995;70191;2019;2019
37683;2757;2019;2019
46189;72451;2019;2019
28474;67379;2019;2019
29990;76334;2019;2019
32430;1229;2019;2019
76169;7633;2019;2019
12948;47675;2020;2020
7605;79894;2020;2020
90086;33353;2020;2020
69874;18521;2020;2020
16029;42472;2020;2020
17655;65571;2020;2020
84792;39715;2020;2020
47158;48633;2020;2020
90641;79372;2020;2020
40413;1241;2020;2020
39518;96884;2020;2020
89715;97527;2020;2020
81912;79801;2015;2015
47701;69108;2015;2015
20631;96751;2015;2015
26840;52396;2015;2015
65666;70843;2015;2015
2053;5134;2015;2015
64479;8474;2015;2015
59057;7611;2015;2015
9996;7056;2015;2015
32610;64354;2015;2015
1103;85177;2015;2015
34066;85633;2015;2015
68445;78594;2016;2016
84488;4804;2016;2016
93873;58745;2016;2016
85231;45768;2016;2016
13201;27948;2016;2016
96939;96498;2016;2016
41406;66318;2016;2016
72234;31124;2016;2016
70031;9606;2016;2016
34714;13867;2016;2016
43535;10649;2016;2016
5995;1104;2016;2016
89213;87477;2016;2016
49829;52265;2016;2016
30226;12746;2016;2016
63903;51899;2016;2016
24108;39254;2017;2017
37786;30652;2017;2017
54275;71562;2017;2017
18747;25133;2017;2017
52811;5547;2017;2017
1247;3848;2017;2017
97663;83177;2017;2017
23758;62327;2017;2017
27843;99701;2017;2017
42802;91468;2017;2017
26735;83365;2017;2017
57727;85324;2017;2017
2450;31037;2017;2017
38290;78166;2017;2017
72646;8802;2017;2017
66768;86144;2017;2017
48613;41811;2017;2017
98210;23925;2017;2017
81030;20213;2017;2017
25037;43509;2017;2017
13561;6957;2018;2018
13311;86386;2018;2018
91011;7809;2018;2018
51563;37895;2018;2018
7873;3374;2018;2018
1777;22613;2018;2018
34156;56629;2018;2018
63117;32151;2018;2018
5662;70239;2018;2018
24553;30709;2018;2018
53747;49183;2018;2018
28225;899;2018;2018
29506;3547;2018;2018
12364;15306;2018;2018
94715;70809;2018;2018
77168;787;2018;2018
70547;1172;2018;2018
66596;21162;2019;2019
71476;56136;2019;2019
80705;9597;2019;2019
35038;81307;2019;2019
88038;35863;2019;2019
17088;52835;2019;2019
32475;68821;2019;2019
52582;39586;2019;2019
50576;69424;2019;2019
10583;75792;2019;2019
76924;12848;2019;2019
90431;69258;2019;2019
47740;79191;2019;2019
58659;51339;2019;2019
33876;57074;2019;2019
9927;81521;2019;2019
81232;87479;2019;2019
67804;2842;2019;2019
78465;85103;2019;2019
77065;64823;2019;2019
55705;92033;2019;2019
69994;6196;2019;2019
12764;159;2019;2019
16580;22746;2020;2020
76868;42289;2020;2020
11385;2069;2020;2020
46797;75569;2020;2020
2784;89823;2020;2020
52628;38693;2020;2020
6734;84786;2020;2020
81544;60656;2020;2020
92410;53634;2020;2020
33912;71671;2020;2020
16970;75512;2020;2020
41221;93122;2020;2020
43990;14364;2015;2015
59666;33958;2015;2015
70293;84091;2015;2015
45013;51734;2015;2015
92170;4854;2015;2015
46014;27918;2015;2015
8237;22573;2015;2015
49051;38914;2015;2015
36833;19817;2015;2015
66413;25858;2015;2015
9677;90332;2015;2015
20261;9663;2015;2015
32391;2513;2016;2016
24932;38974;2016;2016
92572;53798;2016;2016
1526;40496;2016;2016
12067;53809;2016;2016
90026;47608;2016;2016
77187;61801;2016;2016
53625;14898;2016;2016
67794;18806;2016;2016
99382;162;2016;2016
96837;72219;2016;2016
36888;68522;2016;2016
53175;912;2016;2016
73921;36573;2016;2016
37555;28363;2016;2016
74655;65646;2016;2016
123;69;2017;2017
98157;96226;2017;2017
43720;15055;2017;2017
44678;27231;2017;2017
87250;1144;2017;2017
25141;97707;2017;2017
71014;30265;2017;2017
35387;6869799999;2017;2017
57909;40802;2017;2017
70327;28593;2017;2017
62611;95971;2017;2017
34932;76072;2017;2017
36791;32109;2017;2017
10120;53695;2017;2017
79316;98375;2017;2017
90746;8659;2017;2017
66485;69;2017;2017
63025;14576;2017;2017
50834;22337;2017;2017
73351;12617;2017;2017
11014;33619;2018;2018
57602;80396;2018;2018
23349;32961;2018;2018
75837;7209;2018;2018
13295;74761;2018;2018
11378;70334;2018;2018
5406;75625;2018;2018
73305;30154;2018;2018
37159;70324;2018;2018
64035;66291;2018;2018
1450;21706;2018;2018
41465;83698;2018;2018
82347;1296;2018;2018
70877;65608;2018;2018
3684;59649;2018;2018
76428;62529;2018;2018
26486;35633;2018;2018
25090;28524;2019;2019
54666;89018;2019;2019
51554;51558;2019;2019
23708;98898;2019;2019
33903;46891;2019;2019
13526;93149;2019;2019
24430;15141;2019;2019
6221;25222;2019;2019
14104;35255;2019;2019
46160;26553;2019;2019
19937;64723;2019;2019
91921;84473;2019;2019
85424;34141;2019;2019
47782;183;2019;2019
30710;52097;2019;2019
36290;28013;2019;2019
86616;12429;2019;2019
51649;9448;2019;2019
10212;2721;2019;2019
46262;38009;2019;2019
57594;28893;2019;2019
11735;79621;2019;2019
63085;36697;2019;2019
29871;2007;2020;2020
60119;7606;2020;2020
43899;99708;2020;2020
5838;3915;2020;2020
89888;59307;2020;2020
19159;33558;2020;2020
40106;99541;2020;2020
26922;9427;2020;2020
8150;59631;2020;2020
41086;97491;2020;2020
2967;2738;2020;2020
13819;15803;2020;2020
33564;3607;2015;2015
23835;62664;2015;2015
80484;66325;2015;2015
92014;73686;2015;2015
61977;54508;2015;2015
68879;42575;2015;2015
88819;21232;2015;2015
43648;78389;2015;2015
2144;14858;2015;2015
93210;16999;2015;2015
47717;27453;2015;2015
50031;18007;2015;2015
29618;60674;2016;2016
61867;196;2016;2016
36894;78366;2016;2016
36534;5985;2016;2016
35287;9932;2016;2016
57416;33829;2016;2016
5138;72511;2016;2016
36015;68658;2016;2016
47866;20169;2016;2016
99926;9161;2016;2016
79607;12954;2016;2016
95862;20528;2016;2016
75219;45978;2016;2016
12794;11756;2016;2016
69082;14788;2016;2016
99362;948;2016;2016
63833;62322;2017;2017
40591;13878;2017;2017
77163;27291;2017;2017
45349;10495;2017;2017
71431;70419;2017;2017
13901;2608;2017;2017
64396;5582;2017;2017
79991;37031;2017;2017
41097;51016;2017;2017
21560;18373;2017;2017
79007;54281;2017;2017
17815;6915;2017;2017
67004;73058;2017;2017
15815;86811;2017;2017
66233;24945;2017;2017
48070;34436;2017;2017
38006;5861;2017;2017
86335;54818;2017;2017
59653;72128;2017;2017
97388;37472;2017;2017
38697;75093;2018;2018
2918;90931;2018;2018
83503;50989;2018;2018
1131;44916;2018;2018
15273;29291;2018;2018
93225;13661;2018;2018
67565;79487;2018;2018
4416;75626;2018;2018
98471;59196;2018;2018
48554;71105;2018;2018
20441;97713;2018;2018
46809;3012;2018;2018
78722;22784;2018;2018
33823;94947;2018;2018
22484;96525;2018;2018
28829;6291;2018;2018
12480;86463;2018;2018
96355;13887;2019;2019
87974;68092;2019;2019
62866;6414;2019;2019
62316;40275;2019;2019
17284;89685;2019;2019
47837;83274;2019;2019
39401;47505;2019;2019
77198;30484;2019;2019
36851;15963;2019;2019
45828;52648;2019;2019
58225;98855;2019;2019
38050;1301;2019;2019
89250;23275;2019;2019
311;90052;2019;2019
20750;64102;2019;2019
24751;61994;2019;2019
6095;32131;2019;2019
89977;85573;2019;2019
98433;95563;2019;2019
84629;25594;2019;2019
61263;5934;2019;2019
68763;98316;2019;2019
43778;30556;2019;2019
79068;46179;2020;2020
74882;23221;2020;2020
61338;64341;2020;2020
11247;3486;2020;2020
14924;10208;2020;2020
50011;81841;2020;2020
89382;15679;2020;2020
55162;47552;2020;2020
65188;37008;2020;2020
68051;71044;2020;2020
44330;10583;2020;2020
36877;96082;2020;2020
32763;86811;2015;2015
86384;37511;2015;2015
93433;22837;2015;2015
81223;15898;2015;2015
15593;91005;2015;2015
31030;8325;2015;2015
21474;63861;2015;2015
29926;32329;2015;2015
89283;23913;2015;2015
8999;67606;2015;2015
91973;52244;2015;2015
96215;4193;2015;2015
77479;74046;2016;2016
44830;148;2016;2016
48024;29208;2016;2016
77071;83007;2016;2016
78314;7489;2016;2016
73831;6059;2016;2016
73444;75138;2016;2016
8898;59759;2016;2016
27614;39748;2016;2016
49744;51598;2016;2016
87863;3212;2016;2016
28918;62789;2016;2016
87354;7611;2016;2016
61062;26551;2016;2016
65700;1357;2016;2016
26240;891;2016;2016
76297;53939;2017;2017
36597;55698;2017;2017
38342;41875;2017;2017
33901;41935;2017;2017
3754;39412;2017;2017
69649;31888;2017;2017
94761;60161;2017;2017
60662;54588;2017;2017
48961;43117;2017;2017
58091;94741;2017;2017
90589;46149;2017;2017
25274;56392;2017;2017
33248;963;2017;2017
33534;32426;2017;2017
93409;25061;2017;2017
96255;15525;2017;2017
30627;40973;2017;2017
30578;44214;2017;2017
57268;72477;2017;2017
23091;37399;2017;2017
58821;9368;2018;2018
57413;66192;2018;2018
80257;19509;2018;2018
23077;5469;2018;2018
6;78491;2018;2018
51102;51362;2018;2018
85480;41113;2018;2018
42377;28593;2018;2018
92661;74942;2018;2018
13126;56721;2018;2018
6021;66071;2018;2018
67288;65273;2018;2018
8963;31977;2018;2018
25282;51753;2018;2018
7996;27186;2018;2018
84950;58232;2018;2018
29178;98337;2018;2018
73478;243;2019;2019
23385;28254;2019;2019
61479;30786;2019;2019
48312;47346;2019;2019
64076;48007;2019;2019
93150;92491;2019;2019
24652;6886;2019;2019
76173;59878;2019;2019
90388;88978;2019;2019
57453;61204;2019;2019
79968;23227;2019;2019
26323;2691;2019;2019
68550;7738;2019;2019
74075;401;2019;2019
76105;50086;2019;2019
81630;28134;2019;2019
31522;99383;2019;2019
8065;88908;2019;2019
20969;48929;2019;2019
90195;47203;2019;2019
46647;39025;2019;2019
18141;22489;2019;2019
42065;47855;2019;2019
49748;1187;2020;2020
3246;26936;2020;2020
32554;69524;2020;2020
90746;63216;2020;2020
43896;2615;2020;2020
83176;5247;2020;2020
65275;33156;2020;2020
14360;54399;2020;2020
65251;79436;2020;2020
35188;1825;2020;2020
77286;1605;2020;2020
27477;2787;2020;2020
83655;26767;2015;2015
5431;56915;2015;2015
3649;36704;2015;2015
64761;38857;2015;2015
25880;96674;2015;2015
34224;16402;2015;2015
70199;80517;2015;2015
1194;78333;2015;2015
17453;61778;2015;2015
74293;26278;2015;2015
13041;18525;2015;2015
41065;97116;2015;2015
76066;1482;2016;2016
1840;2037;2016;2016
54195;49466;2016;2016
17314;35426;2016;2016
37715;10139;2016;2016
14783;60664;2016;2016
57899;2744;2016;2016
7750;24141;2016;2016
7937;17749;2016;2016
7406;58185;2016;2016
45468;95224;2016;2016
53517;59833;2016;2016
42321;53035;2016;2016
93468;87728;2016;2016
78535;8752;2016;2016
65895;17196;2016;2016
19061;72993;2017;2017
31198;24415;2017;2017
50421;61877;2017;2017
23256;99056;2017;2017
52843;38897;2017;2017
40227;59806;2017;2017
29962;96051;2017;2017
35196;32219;2017;2017
89090;80561;2017;2017
95260;89645;2017;2017
40409;55066;2017;2017
26016;63088;2017;2017
25047;21227;2017;2017
58353;7587;2017;2017
16815;40323;2017;2017
64038;4615;2017;2017
88076;41064;2017;2017
77486;6283;2017;2017
44758;57468;2017;2017
35746;34829;2017;2017
85487;31963;2018;2018
8559;29069;2018;2018
30018;36036;2018;2018
74323;71016;2018;2018
82910;15424;2018;2018
99791;8751;2018;2018
3317;29594;2018;2018
2785;77992;2018;2018
78148;37338;2018;2018
30377;2462;2018;2018
86111;68752;2018;2018
88367;78719;2018;2018
75029;60161;2018;2018
82476;68965;2018;2018
61418;14173;2018;2018
10861;36699;2018;2018
36250;5665;2018;2018
61898;37621;2019;2019
23502;29323;2019;2019
81456;37125;2019;2019
91475;36737;2019;2019
77388;19158;2019;2019
